date,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,label
2020-10-23 05:59:08,5647221.5,8.125,217.083328,376.083344,62.239582,16094,59.863403,37205,216.75,375,59.78125,11764,5459,0.90625,8.203125,39.453125,217,376.5,60.8125,12107,5289,0.914063,7.617188,40.722656,217.5,376.75,66.125,13334,5346,0.925781,7.910156,34.570313,0
2020-10-23 06:00:08,5647841,8.125,218.5,378.5,62.1875,16277,59.863403,37243,218,377,59.90625,11794,5546,0.902344,8.203125,39.453125,218.5,379,60.5,12091,5353,0.914063,7.714844,40.91797,219,379.5,66.15625,13358,5378,0.925781,8.007813,34.375,0
2020-10-23 06:01:08,5648450,8.125,218.333328,378.166656,62.083332,15925,59.882114,36825,217.5,376.25,60.3125,11875,5495,0.90625,8.398438,38.671875,218.25,378.5,60.4375,12015,5312,0.914063,7.714844,40.527344,218.75,379,65.5,12935,5118,0.929688,8.007813,33.88672,0
2020-10-23 06:02:08,5649069.5,7.5,218.083328,377.583344,62.25,15993,59.87274,36850,217.75,376.5,60.28125,11860,5511,0.90625,8.300781,38.671875,218,378,60.375,12057,5318,0.914063,7.714844,40.234375,218.5,378.25,66.09375,12933,5164,0.925781,7.910156,33.59375,0
2020-10-23 06:03:08,5649657.5,7.5,218,377.75,62.291668,15937,59.85407,36857,217.5,376.5,60.3125,11810,5476,0.90625,8.300781,38.671875,218,378.25,60.71875,12107,5296,0.914063,7.714844,40.527344,218.5,378.5,65.84375,12940,5165,0.925781,8.007813,33.789063,0
2020-10-23 06:04:08,5650277,8.125,217.916672,377.583344,62.385418,16106,59.872776,37304,217.5,376.25,60.40625,11847,5475,0.90625,8.300781,38.671875,217.75,378,60.59375,12118,5324,0.914063,7.714844,40.13672,218.5,378.5,66.15625,13339,5307,0.925781,8.105469,33.789063,0
2020-10-23 06:05:08,5650896.5,8.125,217.666672,377,62.375,15890,59.89144,36430,217.25,376,60,11837,5496,0.90625,8.300781,38.378906,217.75,377.25,60.9375,12112,5355,0.914063,7.714844,40.429688,218,377.75,66.1875,12481,5039,0.925781,8.007813,33.789063,0
2020-10-23 06:06:08,5651516,7.5,218.166672,378,62.427082,16453,59.910122,37283,217.75,377,60.3125,11852,5603,0.902344,8.300781,38.76953,218,378.25,60.9375,12085,5398,0.910156,7.8125,40.527344,218.75,378.75,66.03125,13346,5452,0.921875,8.105469,34.179688,0
2020-10-23 06:07:08,5652135.5,8.125,217.916672,377.666656,62.364582,16327,59.919476,37240,217.5,376.25,60.28125,11815,5553,0.902344,8.300781,38.671875,217.75,378.25,60.53125,12038,5383,0.910156,7.8125,40.33203,218.5,378.5,66.28125,13387,5391,0.925781,8.007813,34.08203,0
2020-10-23 06:08:08,5652755,8.125,216.583328,375.25,62.864582,16398,59.863422,37290,216.25,374.25,60.5625,11847,5597,0.902344,8.300781,39.35547,216.5,375.5,61.34375,12079,5380,0.910156,7.714844,40.820313,217,376,66.6875,13364,5421,0.925781,8.007813,34.375,0
